,player_name,name,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate_attack,work_rate_defense,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,id,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position_long,team_title,npg,npxG,xGChain,xGBuildup,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS.,AerialsWon,MotM,Rating,club,shot_num,npg_num,npxG_num,xGgg03_sum,xGss03_sum,xGgg03_goal_sum,xGss03_goal_sum,situation_OpenPlay,situation_SetPiece,situation_OpenPlay_goal,situation_SetPiece_goal,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot,shotType_Head_goal,shotType_LeftFoot_goal,shotType_OtherBodyPart_goal,shotType_RightFoot_goal,shotZone_SixYardBox,shotZone_PenaltyArea,shotZone_OutOfBox,shotZone_SixYardBox_goal,shotZone_PenaltyArea_goal,shotZone_OutOfBox_goal,crowdedArea,crowdedArea_goal,npxG_diff,xGgg03_goal_P,xGss03_goal_P,situation_OpenPlay_goal_P,situation_SetPiece_goal_P,shotType_Head_goal_P,shotType_LeftFoot_goal_P,shotType_OtherBodyPart_goal_P,shotType_RightFoot_goal_P,shotZone_SixYardBox_goal_P,shotZone_PenaltyArea_goal_P,shotZone_OutOfBox_goal_P,crowdedArea_goal_P,position_short
46,Patrick Bamford,Bamford,206534,https://sofifa.com/player/206534/patrick-bamford/220002,P. Bamford,Patrick Bamford,ST,78,78,15000000,82000,27,9/5/93,185,71,8,Leeds United,English Premier League,1,ST,9,NA,7/31/18,2026,14,England,NA,NA,NA,Left,3,3,2,High,High,Lean (185+),Yes,28500000,#Engine,Flair,73,78,67,73,42,77,59,82,75,72,69,70,68,59,63,78,71,75,69,80,66,80,68,91,76,69,62,47,83,71,74,74,50,27,20,9,7,11,6,16,NA,78,78,78,74,76,76,76,74,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2,17+2,https://cdn.sofifa.net/players/206/534/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/gb-eng.png,822,38,3085,17,18.40186261,7,3.782246552,107,30,3,0,F S,Leeds,15,16.87952495,23.39495271,4.131795546,Patrick Bamford,37(1),3066,17,7,3,0,2.8,77.3,1.2,3,7.03,Leeds,105,15,16.87952507,21,84,7,8,94,11,15,0,35,51,1,18,2,11,0,2,12,84,9,4,10,1,74,9,-1.879525067,0.333333333,0.095238095,0.159574468,0,0.057142857,0.215686275,0,0.111111111,0.333333333,0.119047619,0.111111111,0.121621622,ST
47,Pedro Neto,Neto,238616,https://sofifa.com/player/238616/pedro-lomba-neto/220002,Pedro Neto,Pedro Lomba Neto,"LW, RW",78,85,28500000,62000,21,3/9/00,172,62,110,Wolverhampton Wanderers,English Premier League,1,SUB,7,NA,8/5/19,2025,38,Portugal,NA,NA,NA,Left,4,4,1,High,Medium,Normal (170-185),Yes,59900000,NA,Speed Dribbler (AI),87,74,69,81,31,59,70,76,49,75,65,83,66,51,56,80,86,87,86,75,86,76,52,72,56,74,53,41,76,73,62,64,32,23,17,6,13,7,12,6,NA,74+2,74+2,74+2,78,78,78,78,78,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,58+2,54+2,54+2,54+2,58+2,54+2,44+2,44+2,44+2,54+2,16+2,https://cdn.sofifa.net/players/238/616/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/pt.png,6382,31,2570,5,5.494995641,6,5.738268098,62,61,4,0,F M S,Wolverhampton Wanderers,5,5.494995641,11.51666168,4.206935253,Pedro Neto,30(1),2559,5,6,4,0,2,88.4,0.6,5,7.11,Wolverhampton Wanderers,62,5,5.494995723,7,55,2,3,56,6,5,0,2,51,0,9,0,4,0,1,3,29,30,1,4,0,15,3,-0.494995723,0.285714286,0.054545455,0.089285714,0,0,0.078431373,NA,0.111111111,0.333333333,0.137931034,0,0.2,ST
48,Phil Foden,Foden,237692,https://sofifa.com/player/237692/phil-foden/220002,P. Foden,Philip Foden,"CAM, LW, CM",84,92,94500000,125000,21,5/28/00,171,69,10,Manchester City,English Premier League,1,SUB,47,NA,7/1/16,2024,14,England,1318,RW,20,Left,3,4,3,High,Medium,Lean (170-185),Yes,193700000,"#Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",84,78,80,87,56,57,75,79,47,84,59,86,73,59,78,88,86,82,90,83,91,82,49,79,44,77,64,59,82,84,64,82,58,59,47,8,15,6,10,13,NA,77+3,77+3,77+3,83,83,83,83,83,84+3,84+3,84+3,83+3,81+3,81+3,81+3,83+3,72+3,70+3,70+3,70+3,72+3,68+3,59+3,59+3,59+3,68+3,19+3,https://cdn.sofifa.net/players/237/692/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png,6055,28,1606,9,6.083393443,5,4.749281365,45,36,0,0,F M S,Manchester City,9,6.083393443,13.83503945,5.486512367,Phil Foden,17(11),1614,9,5,0,0,1.6,88.2,0.6,3,7.14,Manchester City,45,9,6.08339345,6,39,4,5,39,6,8,1,3,31,0,11,0,5,0,4,0,39,6,0,9,0,27,8,2.91660655,0.666666667,0.128205128,0.205128205,0.166666667,0,0.161290323,NA,0.363636364,NA,0.230769231,0,0.296296296,CM
49,Pierre-Emerick Aubameyang,Aubameyang,188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/220002,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,"ST, LW, LM",85,85,43500000,145000,32,6/18/89,187,80,1,Arsenal,English Premier League,1,ST,14,NA,1/31/18,2023,115,Gabon,NA,NA,NA,Right,4,4,3,Medium,Low,Unique,Yes,82700000,NA,"Solid Player, Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",89,85,75,80,35,69,76,89,73,77,83,79,81,76,64,81,87,91,77,86,67,82,75,79,74,78,43,48,90,77,83,87,20,29,36,6,9,15,9,9,NA,83+2,83+2,83+2,82,83,83,83,82,81+3,81+3,81+3,81+3,74+3,74+3,74+3,81+3,64+3,58+3,58+3,58+3,64+3,60+3,51+3,51+3,51+3,60+3,17+3,https://cdn.sofifa.net/players/188/567/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/ga.png,318,29,2333,10,10.45005196,3,2.43134934,57,22,2,0,F M S,Arsenal,8,8.927714296,15.11390406,3.955129319,Pierre-Emerick Aubameyang,26(3),2337,10,3,2,0,2,78,1.2,1,6.78,Arsenal,56,8,8.927714197,10,46,4,4,52,4,8,0,8,13,1,34,1,1,0,6,10,36,10,2,6,0,25,5,-0.927714197,0.4,0.086956522,0.153846154,0,0.125,0.076923077,0,0.176470588,0.2,0.166666667,0,0.2,ST
50,Raheem Sterling,Sterling,202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,Raheem Sterling,"LW, RW",88,89,107500000,290000,26,12/8/94,170,69,10,Manchester City,English Premier League,1,SUB,7,NA,7/14/15,2023,14,England,1318,LW,10,Right,3,4,4,High,Medium,Unique,Yes,206900000,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI)",91,82,79,87,45,66,79,85,46,83,67,87,79,72,69,86,95,88,94,90,93,78,57,79,64,83,59,30,91,82,67,78,47,53,47,15,12,12,15,9,NA,81+3,81+3,81+3,87,86,86,86,87,86+3,86+3,86+3,85+3,78+3,78+3,78+3,85+3,69+3,64+3,64+3,64+3,69+3,65+3,55+3,55+3,55+3,65+3,21+3,https://cdn.sofifa.net/players/202/652/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png,618,31,2539,10,12.05067401,7,6.628709886,70,39,4,0,F M S,Manchester City,10,11.28950516,25.88372514,12.17315935,Raheem Sterling,28(3),2537,10,7,4,0,2.3,86.2,0.3,4,7.22,Manchester City,69,10,11.28950511,15,54,7,3,59,10,9,1,6,11,0,52,2,2,0,6,10,46,13,4,5,1,26,5,-1.289505109,0.466666667,0.055555556,0.152542373,0.1,0.333333333,0.181818182,NA,0.115384615,0.4,0.108695652,0.076923077,0.192307692,W
51,Raphinha,Raphinha,233419,https://sofifa.com/player/233419/raphael-dias-belloli/220002,Raphinha,Raphael Dias Belloli,"RM, RW",82,87,46000000,89000,24,12/14/96,176,68,8,Leeds United,English Premier League,1,RM,10,NA,10/6/20,2024,54,Brazil,NA,NA,NA,Left,4,4,2,High,High,Lean (170-185),Yes,90900000,"#Speedster, #Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Technical Dribbler (AI)",91,76,76,84,49,72,78,74,45,76,72,86,81,75,70,83,90,91,88,82,79,81,74,84,64,76,76,55,81,77,73,78,45,54,38,8,7,13,8,14,NA,76+2,76+2,76+2,82,81,81,81,82,80+2,80+2,80+2,81+2,76+2,76+2,76+2,81+2,69+2,66+2,66+2,66+2,69+2,66+2,58+2,58+2,58+2,66+2,17+2,https://cdn.sofifa.net/players/233/419/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/br.png,8026,30,2369,6,6.219142843,9,9.524860587,67,65,3,0,M S,Leeds,6,6.219142843,16.79277784,6.67969186,Raphinha,26(4),2364,6,9,3,0,2.2,72.3,0.3,4,7.22,Leeds,67,6,6.219142783,4,63,1,5,58,9,5,1,4,53,0,10,0,5,0,1,6,41,20,0,4,2,34,4,-0.219142783,0.25,0.079365079,0.086206897,0.111111111,0,0.094339623,NA,0.1,0,0.097560976,0.1,0.117647059,W
52,Richarlison,Richarlison,231943,https://sofifa.com/player/231943/richarlison-de-andrade/220002,Richarlison,Richarlison de Andrade,"ST, LW, LM",82,87,46500000,100000,24,5/10/97,181,71,7,Everton,English Premier League,1,LM,7,NA,7/24/18,2024,54,Brazil,NA,NA,NA,Right,5,4,3,High,Medium,Lean (170-185),Yes,91800000,NA,"Flair, Power Header, Technical Dribbler (AI)",83,78,73,83,53,80,73,80,83,79,75,86,74,65,61,83,85,81,79,82,73,83,86,83,77,70,84,46,83,74,77,81,45,58,48,12,7,8,11,13,NA,82+3,82+3,82+3,81,81,81,81,81,80+3,80+3,80+3,80+3,75+3,75+3,75+3,80+3,68+3,66+3,66+3,66+3,68+3,67+3,64+3,64+3,64+3,67+3,18+3,https://cdn.sofifa.net/players/231/943/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/br.png,6026,34,2883,7,10.6702612,3,3.394761171,81,25,4,1,F M S,Everton,6,9.909092361,15.86471423,5.174452862,Richarlison,33(1),2872,7,3,4,1,2.4,70,1.2,4,6.98,Everton,80,6,9.909092465,9,71,4,2,66,14,4,2,17,25,0,38,2,0,0,4,8,56,16,3,2,1,41,2,-3.909092465,0.444444444,0.028169014,0.060606061,0.142857143,0.117647059,0,NA,0.105263158,0.375,0.035714286,0.0625,0.048780488,ST
53,Riyad Mahrez,Mahrez,204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,"RW, RM",86,86,65500000,220000,30,2/21/91,179,67,10,Manchester City,English Premier League,1,RW,26,NA,7/10/18,2023,97,Algeria,NA,NA,NA,Left,4,5,3,Medium,Medium,Unique,Yes,121200000,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",81,79,81,90,38,60,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,NA,78+3,78+3,78+3,85,83,83,83,85,85+1,85+1,85+1,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,58+3,48+3,48+3,48+3,58+3,18+3,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/dz.png,750,27,1961,9,6.232445181,6,6.086525144,58,45,0,0,F M S,Manchester City,9,6.232445181,18.84632433,9.17080682,Riyad Mahrez,23(4),1955,9,6,0,0,2.1,88.4,0.6,4,7.31,Manchester City,58,9,6.232445219,6,52,2,7,48,10,8,1,1,45,0,12,1,7,0,1,4,35,19,1,6,2,21,5,2.767554781,0.333333333,0.134615385,0.166666667,0.1,1,0.155555556,NA,0.083333333,0.25,0.171428571,0.105263158,0.238095238,W
54,Roberto Firmino,Firmino,201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/220002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,CF,85,85,54000000,185000,29,10/2/91,181,76,9,Liverpool,English Premier League,1,CF,9,NA,7/6/15,2023,54,Brazil,NA,NA,NA,Right,4,5,3,High,High,Unique,Yes,99900000,"#Dribbler, #Engine","Flair, Playmaker (AI), Technical Dribbler (AI)",77,78,79,89,59,78,73,78,78,84,83,89,81,65,76,90,77,77,85,86,86,79,81,87,74,76,75,58,82,83,72,88,55,64,42,8,11,9,6,10,NA,81+3,81+3,81+3,83,83,83,83,83,84+1,84+1,84+1,83+2,82+3,82+3,82+3,83+2,72+3,72+3,72+3,72+3,72+3,69+3,67+3,67+3,67+3,69+3,17+3,https://cdn.sofifa.net/players/201/942/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/br.png,482,36,2882,9,12.86021341,7,6.1168634,83,44,2,0,F M S,Liverpool,9,12.86021341,25.27145776,10.19855011,Roberto Firmino,33(3),2852,9,7,2,0,2.3,80.7,0.6,4,7.11,Liverpool,83,9,12.86021336,15,68,4,5,68,15,6,3,17,17,0,49,3,1,0,5,14,52,17,3,6,0,41,6,-3.860213357,0.266666667,0.073529412,0.088235294,0.2,0.176470588,0.058823529,NA,0.102040816,0.214285714,0.115384615,0,0.146341463,ST
55,Rodrigo,Rodrigo,198329,https://sofifa.com/player/198329/rodrigo-moreno-machado/220002,Rodrigo,Rodrigo Moreno Machado,"CAM, ST, CM",79,79,17000000,83000,30,3/6/91,182,77,8,Leeds United,English Premier League,1,SUB,19,NA,8/29/20,2024,45,Spain,NA,NA,NA,Left,3,4,3,High,Medium,Lean (170-185),Yes,32300000,NA,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",86,78,75,79,45,71,77,78,78,79,75,79,83,67,62,81,87,86,79,79,74,82,77,75,69,76,68,33,78,77,77,80,46,43,40,7,13,10,11,5,NA,79,79,79,80-1,80-1,80-1,80-1,80-1,79,79,79,79,72+3,72+3,72+3,79,64+3,61+3,61+3,61+3,64+3,62+3,57+3,57+3,57+3,62+3,17+3,https://cdn.sofifa.net/players/198/329/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/es.png,2381,26,1285,7,5.755642192,2,3.20052937,46,31,3,0,F M S,Leeds,7,5.755642192,10.81597439,4.348653113,Rodrigo,14(12),1291,7,2,3,0,1.8,76.9,0.9,0,6.67,Leeds,46,7,5.755642205,7,39,5,2,41,5,5,2,11,31,0,4,2,4,0,1,4,29,13,3,4,0,24,4,1.244357795,0.714285714,0.051282051,0.12195122,0.4,0.181818182,0.129032258,NA,0.25,0.75,0.137931034,0,0.166666667,CM
56,Sadio Mané,Mane,208722,https://sofifa.com/player/208722/sadio-mane/220002,S. Mané,Sadio Mané,LW,89,89,101000000,270000,29,4/10/92,175,69,9,Liverpool,English Premier League,1,LW,10,NA,7/1/16,2023,136,Senegal,NA,NA,NA,Right,4,4,4,High,Medium,Unique,Yes,186900000,"#Speedster, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward","Flair, Speed Dribbler (AI)",91,83,80,89,44,77,78,86,84,84,75,90,77,64,71,88,93,90,93,91,88,83,87,85,72,80,75,35,90,84,71,84,42,42,38,10,10,15,7,14,NA,86+3,86+3,86+3,87,88,88,88,87,87+2,87+2,87+2,86+3,80+3,80+3,80+3,86+3,68+3,65+3,65+3,65+3,68+3,65+3,59+3,59+3,59+3,65+3,19+3,https://cdn.sofifa.net/players/208/722/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/sn.png,838,35,2805,11,14.82854776,7,7.787754854,94,61,3,0,F M S,Liverpool,11,14.82854776,24.9989232,6.057656283,Sadio Mané,31(4),2813,11,7,3,0,2.7,78.7,1,7,7.33,Liverpool,94,11,14.82854781,20,74,9,2,82,12,10,1,28,21,0,45,2,4,0,5,10,71,13,3,8,0,64,8,-3.828547809,0.45,0.027027027,0.12195122,0.083333333,0.071428571,0.19047619,NA,0.111111111,0.3,0.112676056,0,0.125,W
57,Son Heung-Min,Heung-Min,200104,https://sofifa.com/player/200104/heung-min-son/220002,H. Son,손흥민 孙兴慜,"LM, CF, LW",89,89,104000000,220000,28,7/8/92,183,78,18,Tottenham Hotspur,English Premier League,1,LW,7,NA,8/28/15,2025,167,Korea Republic,NA,NA,NA,Right,5,4,4,High,High,Unique,Yes,197600000,"#Dribbler, #Engine, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",88,87,82,86,43,69,83,88,68,84,78,87,85,74,74,84,85,90,86,91,78,88,60,88,64,89,62,39,91,83,73,89,50,34,33,11,13,13,6,10,NA,85+3,85+3,85+3,87,87,87,87,87,86+3,86+3,86+3,86+3,80+3,80+3,80+3,86+3,68+3,64+3,64+3,64+3,68+3,64+3,54+3,54+3,54+3,64+3,19+3,https://cdn.sofifa.net/players/200/104/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/kr.png,453,37,3139,17,11.02328676,10,9.51299247,68,75,0,0,F M S,Tottenham,16,10.2621179,20.67191555,6.608751139,Son Heung-Min,36(1),3127,17,10,0,0,1.8,83.4,0.5,0,7.27,Tottenham,67,16,10.26211796,15,52,9,7,60,7,14,2,5,18,0,44,1,5,0,10,8,37,22,3,10,3,24,9,5.737882037,0.6,0.134615385,0.233333333,0.285714286,0.2,0.277777778,NA,0.227272727,0.375,0.27027027,0.136363636,0.375,W
58,Stuart Dallas,Dallas,203570,https://sofifa.com/player/203570/stuart-dallas/220002,S. Dallas,Stuart Dallas,"CM, LB, RB",75,75,5500000,63000,30,4/19/91,183,81,8,Leeds United,English Premier League,1,RCM,15,NA,8/4/15,2024,35,Northern Ireland,110081,RM,14,Right,4,3,1,High,High,Lean (170-185),Yes,10500000,#Engine,"Long Shot Taker (AI), Team Player",74,69,70,73,73,75,66,71,63,76,59,73,57,50,70,74,73,75,73,75,69,68,57,92,73,72,65,73,72,74,57,74,73,76,71,13,7,11,13,7,NA,71+2,71+2,71+2,73,73,73,73,73,74+1,74+1,74+1,74+1,75,75,75,74+1,75,74+1,74+1,74+1,75,74+1,72+2,72+2,72+2,74+1,17+2,https://cdn.sofifa.net/players/203/570/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/110081/60.png,https://cdn.sofifa.net/flags/gb-nir.png,8718,38,3412,8,4.457073525,2,2.084683418,48,26,7,0,D M,Leeds,8,4.457073525,18.53434376,13.80980226,Stuart Dallas,38,3411,8,2,7,0,1.3,83.7,0.9,3,6.87,Leeds,48,8,4.457073465,4,44,3,5,47,1,7,1,1,13,0,34,1,1,0,6,3,17,28,2,3,3,10,3,3.542926535,0.75,0.113636364,0.14893617,1,1,0.076923077,NA,0.176470588,0.666666667,0.176470588,0.107142857,0.3,CM
59,Tammy Abraham,Abraham,231352,https://sofifa.com/player/231352/tammy-abraham/220002,T. Abraham,Tammy Bakumo-Abraham,ST,78,86,31500000,49000,23,10/2/97,196,87,52,Roma,Italian Serie A,1,ST,9,NA,8/18/21,2026,14,England,NA,NA,NA,Right,3,3,2,Medium,Medium,Lean (185+),Yes,59900000,#Aerial Threat,NA,70,78,62,72,31,70,50,82,80,77,77,72,50,42,46,77,61,77,61,79,53,78,70,69,79,68,49,22,80,67,74,73,35,23,15,12,7,8,13,13,NA,78+2,78+2,78+2,72,76,76,76,72,73+2,73+2,73+2,70+2,65+2,65+2,65+2,70+2,52+2,51+2,51+2,51+2,52+2,49+2,47+2,47+2,47+2,49+2,19+2,https://cdn.sofifa.net/players/231/352/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,NA,https://cdn.sofifa.net/flags/gb-eng.png,702,22,1027,6,6.189150684,1,0.721487461,32,9,0,0,F S,Chelsea,6,6.189150684,7.901170408,2.122328226,Tammy Abraham,12(10),1036,6,1,0,0,1.5,72.7,1.8,2,6.7,Chelsea,32,6,6.189150708,8,24,5,1,26,6,5,1,11,3,4,14,0,1,1,4,6,25,1,3,3,0,21,3,-0.189150708,0.625,0.041666667,0.192307692,0.166666667,0,0.333333333,0.25,0.285714286,0.5,0.12,0,0.142857143,ST
60,Timo Werner,Werner,212188,https://sofifa.com/player/212188/timo-werner/220002,T. Werner,Timo Werner,"ST, LW",84,87,56500000,155000,25,3/6/96,180,76,5,Chelsea,English Premier League,1,SUB,11,NA,7/1/20,2025,21,Germany,1337,ST,9,Right,4,3,3,High,Medium,Unique,Yes,108800000,#Speedster,Speed Dribbler (AI),91,81,70,82,35,70,69,81,76,79,84,82,70,58,55,84,93,89,82,87,76,85,75,83,65,77,63,37,88,68,78,79,39,20,19,9,9,8,15,9,NA,83+3,83+3,83+3,82,83,83,83,82,80+3,80+3,80+3,80+3,72+3,72+3,72+3,80+3,61+3,57+3,57+3,57+3,61+3,58+3,50+3,50+3,50+3,58+3,19+3,https://cdn.sofifa.net/players/212/188/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png,65,35,2605,6,13.43279559,8,6.667276643,80,36,2,0,F M S,Chelsea,6,13.43279559,20.53346293,5.24212172,Timo Werner,29(6),2608,6,8,2,0,2.3,78.8,0.3,1,6.81,Chelsea,80,6,13.43279559,17,63,4,2,67,13,5,1,7,19,0,54,1,0,0,5,8,62,10,2,4,0,47,4,-7.432795588,0.235294118,0.031746032,0.074626866,0.076923077,0.142857143,0,NA,0.092592593,0.25,0.064516129,0,0.085106383,ST
61,Tomas Soucek,Soucek,236792,https://sofifa.com/player/236792/tomas-soucek/220002,T. Souček,Tomáš Souček,"CDM, CM",82,85,36000000,81000,26,2/27/95,192,86,19,West Ham United,English Premier League,1,RDM,28,NA,7/27/20,2024,12,Czech Republic,1330,RDM,15,Right,3,3,1,High,High,Lean (185+),Yes,71100000,#Engine,"Solid Player, Power Header",64,72,74,74,82,85,69,73,83,81,59,74,63,53,76,77,61,66,66,81,58,73,90,92,84,70,76,83,75,72,70,78,81,82,79,11,13,5,6,8,NA,75+2,75+2,75+2,73,74,74,74,73,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,78+2,81+2,81+2,81+2,78+2,79+2,81+2,81+2,81+2,79+2,17+2,https://cdn.sofifa.net/players/236/792/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1330/60.png,https://cdn.sofifa.net/flags/cz.png,8288,38,3420,10,8.982983336,1,2.444756011,64,18,7,1,M,West Ham,10,8.982983336,16.9984348,8.716958418,Tomas Soucek,38,3420,10,1,7,1,1.7,75.5,6.2,6,7.36,West Ham,65,10,8.9829833,9,56,7,3,46,19,6,4,31,5,0,29,3,1,0,6,15,38,12,7,3,0,35,2,1.0170167,0.777777778,0.053571429,0.130434783,0.210526316,0.096774194,0.2,NA,0.206896552,0.466666667,0.078947368,0,0.057142857,CM
62,Wilfried Zaha,Zaha,198717,https://sofifa.com/player/198717/wilfried-zaha/220002,W. Zaha,Wilfried Zaha,"CF, LM, ST",82,82,31000000,85000,28,11/10/92,180,66,1799,Crystal Palace,English Premier League,1,RW,11,NA,2/2/15,2023,108,Côte d'Ivoire,NA,NA,NA,Right,3,5,2,High,Medium,Unique,Yes,58900000,#Dribbler,"Flair, Technical Dribbler (AI)",89,77,73,87,34,75,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,82,58,75,77,72,72,32,76,76,72,80,30,34,32,15,10,15,11,10,NA,77+2,77+2,77+2,82,81,81,81,82,80+2,80+2,80+2,81+1,73+2,73+2,73+2,81+1,62+2,58+2,58+2,58+2,62+2,57+2,49+2,49+2,49+2,57+2,19+2,https://cdn.sofifa.net/players/198/717/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,NA,https://cdn.sofifa.net/flags/ci.png,522,30,2615,11,8.804439895,2,3.702821104,60,30,6,0,F M S,Crystal Palace,9,7.282102235,13.57947247,3.634436188,Wilfried Zaha,29(1),2614,11,2,6,0,2,78.3,0.3,2,6.88,Crystal Palace,58,9,7.282102356,9,49,4,5,54,4,9,0,3,21,0,34,0,1,0,8,3,41,14,2,6,1,23,5,1.717897644,0.444444444,0.102040816,0.166666667,0,0,0.047619048,NA,0.235294118,0.666666667,0.146341463,0.071428571,0.217391304,W